	chembl_tid	entry	entry_name	protein_names	protein_families	organism	ec_number	gene_names(primary)	gene_ontology(molecular_function)	primary_name	#mmp	#mms	machine1	machine2
122	CHEMBL4303	P08238	HS90B_HUMAN	Heat shock protein HSP 90-beta (HSP 90) (Heat shock 84 kDa) (HSP 84) (HSP84)	Heat shock protein 90 family	Homo sapiens (Human)		HSP90AB1	ATP binding [GO:0005524]; ATP-dependent protein binding [GO:0043008]; cadherin binding [GO:0045296]; CTP binding [GO:0002135]; dATP binding [GO:0032564]; disordered domain specific binding [GO:0097718]; DNA polymerase binding [GO:0070182]; double-stranded RNA binding [GO:0003725]; GTP binding [GO:0005525]; heat shock protein binding [GO:0031072]; histone deacetylase binding [GO:0042826]; histone methyltransferase binding [GO:1990226]; identical protein binding [GO:0042802]; kinase binding [GO:0019900]; MHC class II protein complex binding [GO:0023026]; nitric-oxide synthase regulator activity [GO:0030235]; peptide binding [GO:0042277]; protein dimerization activity [GO:0046983]; protein folding chaperone [GO:0044183]; protein homodimerization activity [GO:0042803]; protein kinase binding [GO:0019901]; protein kinase regulator activity [GO:0019887]; RNA binding [GO:0003723]; sulfonylurea receptor binding [GO:0017098]; tau protein binding [GO:0048156]; TPR domain binding [GO:0030911]; transmembrane transporter binding [GO:0044325]; ubiquitin protein ligase binding [GO:0031625]; unfolded protein binding [GO:0051082]; UTP binding [GO:0002134]	Heat shock protein HSP 90-beta	88	16	True	False
123	CHEMBL2327	P21452	NK2R_HUMAN	Substance-K receptor (SKR) (NK-2 receptor) (NK-2R) (Neurokinin A receptor) (Tachykinin receptor 2)	G-protein coupled receptor 1 family	Homo sapiens (Human)		TACR2	substance K receptor activity [GO:0016497]; tachykinin receptor activity [GO:0004995]	Substance-K receptor	86	10	False	True
124	CHEMBL2014	P41146	OPRX_HUMAN	Nociceptin receptor (Kappa-type 3 opioid receptor) (KOR-3) (Orphanin FQ receptor)	G-protein coupled receptor 1 family	Homo sapiens (Human)		OPRL1	G protein-coupled receptor activity [GO:0004930]; neuropeptide binding [GO:0042923]; nociceptin receptor activity [GO:0001626]; peptide binding [GO:0042277]; protein C-terminus binding [GO:0008022]	Nociceptin receptor	86	8	True	False
125	CHEMBL248	P08246	ELNE_HUMAN	Neutrophil elastase (EC 3.4.21.37) (Bone marrow serine protease) (Elastase-2) (Human leukocyte elastase) (HLE) (Medullasin) (PMN elastase)	Peptidase S1 family, Elastase subfamily	Homo sapiens (Human)	3.4.21.37	ELANE	cytokine binding [GO:0019955]; endopeptidase activity [GO:0004175]; heparin binding [GO:0008201]; peptidase activity [GO:0008233]; protease binding [GO:0002020]; serine-type endopeptidase activity [GO:0004252]; transcription corepressor activity [GO:0003714]	Neutrophil elastase	82	21	False	True
126	CHEMBL242	Q92731	ESR2_HUMAN	Estrogen receptor beta (ER-beta) (Nuclear receptor subfamily 3 group A member 2)	Nuclear hormone receptor family, NR3 subfamily	Homo sapiens (Human)		ESR2	DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; enzyme binding [GO:0019899]; estrogen receptor activity [GO:0030284]; estrogen response element binding [GO:0034056]; nuclear receptor activity [GO:0004879]; receptor antagonist activity [GO:0048019]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; steroid binding [GO:0005496]; steroid hormone receptor activity [GO:0003707]; zinc ion binding [GO:0008270]	Estrogen receptor beta	78	17	True	False
127	CHEMBL254	P27815	PDE4A_HUMAN	cAMP-specific 3',5'-cyclic phosphodiesterase 4A (EC 3.1.4.53) (DPDE2) (PDE46)	Cyclic nucleotide phosphodiesterase family, PDE4 subfamily	Homo sapiens (Human)	3.1.4.53	PDE4A	3',5'-cyclic-AMP phosphodiesterase activity [GO:0004115]; 3',5'-cyclic-nucleotide phosphodiesterase activity [GO:0004114]; cAMP binding [GO:0030552]; metal ion binding [GO:0046872]	cAMP-specific 3',5'-cyclic phosphodiesterase 4A	75	5	False	True
128	CHEMBL3979	Q03181	PPARD_HUMAN	Peroxisome proliferator-activated receptor delta (PPAR-delta) (NUCI) (Nuclear hormone receptor 1) (NUC1) (Nuclear receptor subfamily 1 group C member 2) (Peroxisome proliferator-activated receptor beta) (PPAR-beta)	Nuclear hormone receptor family, NR1 subfamily	Homo sapiens (Human)		PPARD	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; drug binding [GO:0008144]; linoleic acid binding [GO:0070539]; lipid binding [GO:0008289]; NF-kappaB binding [GO:0051059]; nuclear receptor activity [GO:0004879]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629]; sequence-specific double-stranded DNA binding [GO:1990837]; steroid hormone receptor activity [GO:0003707]; transcription coactivator binding [GO:0001223]; transcription factor binding [GO:0008134]; zinc ion binding [GO:0008270]	Peroxisome proliferator-activated receptor delta	74	6	True	False
129	CHEMBL1867	P08913	ADA2A_HUMAN	Alpha-2A adrenergic receptor (Alpha-2 adrenergic receptor subtype C10) (Alpha-2A adrenoreceptor) (Alpha-2A adrenoceptor) (Alpha-2AAR)	G-protein coupled receptor 1 family, Adrenergic receptor subfamily, ADRA2A sub-subfamily	Homo sapiens (Human)		ADRA2A	alpha-1B adrenergic receptor binding [GO:0031692]; alpha2-adrenergic receptor activity [GO:0004938]; alpha-2C adrenergic receptor binding [GO:0031696]; epinephrine binding [GO:0051379]; G protein-coupled receptor activity [GO:0004930]; heterotrimeric G-protein binding [GO:0032795]; norepinephrine binding [GO:0051380]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; protein kinase binding [GO:0019901]; thioesterase binding [GO:0031996]	Alpha-2A adrenergic receptor	74	12	False	True
130	CHEMBL208	P06401	PRGR_HUMAN	Progesterone receptor (PR) (Nuclear receptor subfamily 3 group C member 3)	Nuclear hormone receptor family, NR3 subfamily	Homo sapiens (Human)		PGR	ATPase binding [GO:0051117]; DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; enzyme binding [GO:0019899]; identical protein binding [GO:0042802]; nuclear receptor activity [GO:0004879]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; signaling receptor binding [GO:0005102]; steroid binding [GO:0005496]; steroid hormone receptor activity [GO:0003707]; transcription coactivator binding [GO:0001223]; zinc ion binding [GO:0008270]	Progesterone receptor	73	21	True	False
131	CHEMBL2835	P23458	JAK1_HUMAN	Tyrosine-protein kinase JAK1 (EC 2.7.10.2) (Janus kinase 1) (JAK-1)	Protein kinase superfamily, Tyr protein kinase family, JAK subfamily	Homo sapiens (Human)	2.7.10.2	JAK1	ATP binding [GO:0005524]; CCR5 chemokine receptor binding [GO:0031730]; growth hormone receptor binding [GO:0005131]; metal ion binding [GO:0046872]; non-membrane spanning protein tyrosine kinase activity [GO:0004715]; protein phosphatase binding [GO:0019903]; protein tyrosine kinase activity [GO:0004713]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]; ubiquitin protein ligase binding [GO:0031625]	Tyrosine-protein kinase JAK1	73	12	False	True
132	CHEMBL203	P00533	EGFR_HUMAN	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Protein kinase superfamily, Tyr protein kinase family, EGF receptor subfamily	Homo sapiens (Human)	2.7.10.1	EGFR	actin filament binding [GO:0051015]; ATPase binding [GO:0051117]; ATP binding [GO:0005524]; cadherin binding [GO:0045296]; calmodulin binding [GO:0005516]; chromatin binding [GO:0003682]; double-stranded DNA binding [GO:0003690]; enzyme binding [GO:0019899]; epidermal growth factor-activated receptor activity [GO:0005006]; epidermal growth factor binding [GO:0048408]; identical protein binding [GO:0042802]; integrin binding [GO:0005178]; kinase binding [GO:0019900]; MAP kinase kinase kinase activity [GO:0004709]; protein kinase binding [GO:0019901]; protein phosphatase binding [GO:0019903]; protein tyrosine kinase activity [GO:0004713]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]; transmembrane signaling receptor activity [GO:0004888]; ubiquitin protein ligase binding [GO:0031625]; virus receptor activity [GO:0001618]	Epidermal growth factor receptor	69	12	True	False
133	CHEMBL209	P07477	TRY1_HUMAN	Trypsin-1 (EC 3.4.21.4) (Beta-trypsin) (Cationic trypsinogen) (Serine protease 1) (Trypsin I) [Cleaved into: Alpha-trypsin chain 1; Alpha-trypsin chain 2]	Peptidase S1 family	Homo sapiens (Human)	3.4.21.4	PRSS1	metal ion binding [GO:0046872]; serine-type endopeptidase activity [GO:0004252]	Trypsin-1	68	7	False	True
134	CHEMBL262	P49841	GSK3B_HUMAN	Glycogen synthase kinase-3 beta (GSK-3 beta) (EC 2.7.11.26) (Serine/threonine-protein kinase GSK3B) (EC 2.7.11.1)	Protein kinase superfamily, CMGC Ser/Thr protein kinase family, GSK-3 subfamily	Homo sapiens (Human)	2.7.11.26; 2.7.11.1	GSK3B	ATP binding [GO:0005524]; beta-catenin binding [GO:0008013]; dynactin binding [GO:0034452]; kinase activity [GO:0016301]; NF-kappaB binding [GO:0051059]; p53 binding [GO:0002039]; protease binding [GO:0002020]; protein kinase A catalytic subunit binding [GO:0034236]; protein kinase activity [GO:0004672]; protein kinase binding [GO:0019901]; protein serine/threonine kinase activity [GO:0004674]; protein serine kinase activity [GO:0106310]; protein threonine kinase activity [GO:0106311]; RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629]; tau protein binding [GO:0048156]; tau-protein kinase activity [GO:0050321]; ubiquitin protein ligase binding [GO:0031625]	Glycogen synthase kinase-3 beta	68	22	True	False
135	CHEMBL3155	P34969	5HT7R_HUMAN	5-hydroxytryptamine receptor 7 (5-HT-7) (5-HT7) (5-HT-X) (Serotonin receptor 7)	G-protein coupled receptor 1 family	Homo sapiens (Human)		HTR7	G protein-coupled serotonin receptor activity [GO:0004993]; neurotransmitter receptor activity [GO:0030594]	5-hydroxytryptamine receptor 7	66	26	False	True
136	CHEMBL2581	P07339	CATD_HUMAN	Cathepsin D (EC 3.4.23.5) [Cleaved into: Cathepsin D light chain; Cathepsin D heavy chain]	Peptidase A1 family	Homo sapiens (Human)	3.4.23.5	CTSD	aspartic-type endopeptidase activity [GO:0004190]; aspartic-type peptidase activity [GO:0070001]; cysteine-type endopeptidase activity [GO:0004197]; peptidase activity [GO:0008233]	Cathepsin D	65	5	True	False
137	CHEMBL4789	P35218	CAH5A_HUMAN	Carbonic anhydrase 5A, mitochondrial (EC 4.2.1.1) (Carbonate dehydratase VA) (Carbonic anhydrase VA) (CA-VA)	Alpha-carbonic anhydrase family	Homo sapiens (Human)	4.2.1.1	CA5A	carbonate dehydratase activity [GO:0004089]; hydro-lyase activity [GO:0016836]; zinc ion binding [GO:0008270]	Carbonic anhydrase 5A, mitochondrial	64	18	False	True
138	CHEMBL3969	Q9Y2D0	CAH5B_HUMAN	Carbonic anhydrase 5B, mitochondrial (EC 4.2.1.1) (Carbonate dehydratase VB) (Carbonic anhydrase VB) (CA-VB)	Alpha-carbonic anhydrase family	Homo sapiens (Human)	4.2.1.1	CA5B	carbonate dehydratase activity [GO:0004089]; hydro-lyase activity [GO:0016836]; zinc ion binding [GO:0008270]	Carbonic anhydrase 5B, mitochondrial	64	16	True	False
139	CHEMBL2049	P30559	OXYR_HUMAN	Oxytocin receptor (OT-R)	G-protein coupled receptor 1 family, Vasopressin/oxytocin receptor subfamily	Homo sapiens (Human)		OXTR	G protein-coupled receptor activity [GO:0004930]; oxytocin receptor activity [GO:0004990]; peptide binding [GO:0042277]; peptide hormone binding [GO:0017046]; vasopressin receptor activity [GO:0005000]	Oxytocin receptor	64	19	False	True
140	CHEMBL4616	Q92847	GHSR_HUMAN	Growth hormone secretagogue receptor type 1 (GHS-R) (GH-releasing peptide receptor) (GHRP) (Ghrelin receptor)	G-protein coupled receptor 1 family	Homo sapiens (Human)		GHSR	G protein-coupled receptor activity [GO:0004930]; growth hormone-releasing hormone receptor activity [GO:0016520]; growth hormone secretagogue receptor activity [GO:0001616]; identical protein binding [GO:0042802]; peptide hormone binding [GO:0017046]	Growth hormone secretagogue receptor type 1	62	4	True	False
141	CHEMBL1744525	P43490	NAMPT_HUMAN	Nicotinamide phosphoribosyltransferase (NAmPRTase) (Nampt) (EC 2.4.2.12) (Pre-B-cell colony-enhancing factor 1) (Pre-B cell-enhancing factor) (Visfatin)	NAPRTase family	Homo sapiens (Human)	2.4.2.12	NAMPT	cytokine activity [GO:0005125]; identical protein binding [GO:0042802]; nicotinamide phosphoribosyltransferase activity [GO:0047280]; nicotinate-nucleotide diphosphorylase (carboxylating) activity [GO:0004514]; nucleotide binding [GO:0000166]	Nicotinamide phosphoribosyltransferase	61	4	False	True
142	CHEMBL299	P17252	KPCA_HUMAN	Protein kinase C alpha type (PKC-A) (PKC-alpha) (EC 2.7.11.13)	Protein kinase superfamily, AGC Ser/Thr protein kinase family, PKC subfamily	Homo sapiens (Human)	2.7.11.13	PRKCA	ATP binding [GO:0005524]; calcium-dependent protein kinase C activity [GO:0004698]; enzyme binding [GO:0019899]; histone kinase activity (H3-T6 specific) [GO:0035403]; integrin binding [GO:0005178]; protein kinase activity [GO:0004672]; protein kinase C activity [GO:0004697]; protein serine/threonine kinase activity [GO:0004674]; protein serine kinase activity [GO:0106310]; protein threonine kinase activity [GO:0106311]; zinc ion binding [GO:0008270]	Protein kinase C alpha type	61	12	True	False
143	CHEMBL3913	P09871	C1S_HUMAN	Complement C1s subcomponent (EC 3.4.21.42) (C1 esterase) (Complement component 1 subcomponent s) [Cleaved into: Complement C1s subcomponent heavy chain; Complement C1s subcomponent light chain]	Peptidase S1 family	Homo sapiens (Human)	3.4.21.42	C1S	calcium ion binding [GO:0005509]; identical protein binding [GO:0042802]; serine-type endopeptidase activity [GO:0004252]	Complement C1s subcomponent	60	5	False	True
144	CHEMBL1075104	Q5S007	LRRK2_HUMAN	Leucine-rich repeat serine/threonine-protein kinase 2 (EC 2.7.11.1) (EC 3.6.5.-) (Dardarin)	Protein kinase superfamily, TKL Ser/Thr protein kinase family	Homo sapiens (Human)	2.7.11.1; 3.6.5.-	LRRK2	actin binding [GO:0003779]; ATP binding [GO:0005524]; beta-catenin destruction complex binding [GO:1904713]; clathrin binding [GO:0030276]; co-receptor binding [GO:0039706]; GTPase activator activity [GO:0005096]; GTPase activity [GO:0003924]; GTP binding [GO:0005525]; GTP-dependent protein kinase activity [GO:0034211]; identical protein binding [GO:0042802]; JUN kinase kinase kinase activity [GO:0004706]; kinase activity [GO:0016301]; magnesium ion binding [GO:0000287]; MAP kinase kinase kinase activity [GO:0004709]; microtubule binding [GO:0008017]; peroxidase inhibitor activity [GO:0036479]; protein homodimerization activity [GO:0042803]; protein kinase A binding [GO:0051018]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine phosphatase activity [GO:0004722]; protein serine kinase activity [GO:0106310]; protein threonine kinase activity [GO:0106311]; signaling receptor complex adaptor activity [GO:0030159]; small GTPase binding [GO:0031267]; SNARE binding [GO:0000149]; syntaxin-1 binding [GO:0017075]; transmembrane transporter binding [GO:0044325]; tubulin binding [GO:0015631]	Leucine-rich repeat serine/threonine-protein kinase 2	59	9	True	False
145	CHEMBL283	P08254	MMP3_HUMAN	Stromelysin-1 (SL-1) (EC 3.4.24.17) (Matrix metalloproteinase-3) (MMP-3) (Transin-1)	Peptidase M10A family	Homo sapiens (Human)	3.4.24.17	MMP3	endopeptidase activity [GO:0004175]; metalloendopeptidase activity [GO:0004222]; metallopeptidase activity [GO:0008237]; peptidase activity [GO:0008233]; serine-type endopeptidase activity [GO:0004252]; zinc ion binding [GO:0008270]	Stromelysin-1	58	23	False	True
146	CHEMBL4040	P28482	MK01_HUMAN	Mitogen-activated protein kinase 1 (MAP kinase 1) (MAPK 1) (EC 2.7.11.24) (ERT1) (Extracellular signal-regulated kinase 2) (ERK-2) (MAP kinase isoform p42) (p42-MAPK) (Mitogen-activated protein kinase 2) (MAP kinase 2) (MAPK 2)	Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MAP kinase subfamily	Homo sapiens (Human)	2.7.11.24	MAPK1	ATP binding [GO:0005524]; double-stranded DNA binding [GO:0003690]; identical protein binding [GO:0042802]; MAP kinase activity [GO:0004707]; MAP kinase kinase activity [GO:0004708]; mitogen-activated protein kinase kinase kinase binding [GO:0031435]; phosphatase binding [GO:0019902]; phosphotyrosine residue binding [GO:0001784]; protein serine/threonine kinase activity [GO:0004674]; protein serine kinase activity [GO:0106310]; protein threonine kinase activity [GO:0106311]; RNA polymerase II CTD heptapeptide repeat kinase activity [GO:0008353]	Mitogen-activated protein kinase 1	58	4	True	False
147	CHEMBL2088	P15085	CBPA1_HUMAN	Carboxypeptidase A1 (EC 3.4.17.1)	Peptidase M14 family	Homo sapiens (Human)	3.4.17.1	CPA1	metallocarboxypeptidase activity [GO:0004181]; zinc ion binding [GO:0008270]	Carboxypeptidase A1	57	5	False	True
148	CHEMBL3426	P47898	5HT5A_HUMAN	5-hydroxytryptamine receptor 5A (5-HT-5) (5-HT-5A) (5-HT5A) (Serotonin receptor 5A)	G-protein coupled receptor 1 family	Homo sapiens (Human)		HTR5A	G protein-coupled serotonin receptor activity [GO:0004993]; neurotransmitter receptor activity [GO:0030594]; serotonin binding [GO:0051378]	5-hydroxytryptamine receptor 5A	57	5	True	False
149	CHEMBL268	P43235	CATK_HUMAN	Cathepsin K (EC 3.4.22.38) (Cathepsin O) (Cathepsin O2) (Cathepsin X)	Peptidase C1 family	Homo sapiens (Human)	3.4.22.38	CTSK	collagen binding [GO:0005518]; cysteine-type endopeptidase activity [GO:0004197]; cysteine-type peptidase activity [GO:0008234]; fibronectin binding [GO:0001968]; proteoglycan binding [GO:0043394]; serine-type endopeptidase activity [GO:0004252]	Cathepsin K	57	32	False	True
150	CHEMBL3736	Q9BYF1	ACE2_HUMAN	Angiotensin-converting enzyme 2 (EC 3.4.17.23) (Angiotensin-converting enzyme homolog) (ACEH) (Angiotensin-converting enzyme-related carboxypeptidase) (ACE-related carboxypeptidase) (EC 3.4.17.-) (Metalloprotease MPROT15) [Cleaved into: Processed angiotensin-converting enzyme 2]	Peptidase M2 family	Homo sapiens (Human)	3.4.17.23; 3.4.17.-	ACE2	carboxypeptidase activity [GO:0004180]; endopeptidase activity [GO:0004175]; identical protein binding [GO:0042802]; metallocarboxypeptidase activity [GO:0004181]; metallopeptidase activity [GO:0008237]; peptidyl-dipeptidase activity [GO:0008241]; virus receptor activity [GO:0001618]; zinc ion binding [GO:0008270]	Angiotensin-converting enzyme 2	55	5	True	False
